route_id,stop_id,sequence_no,stop_name
R3277397,S0195,10,Chabahil चाबाहील
R3277397,S0355,11,Gopikrishna
R3277397,S0217,12,Sukedhara Stop
R3277397,S0118,13,Dhumbarahi
R3277397,S0065,14,Basundhara
R3277397,S0187,15,Samakhusi Stop
R3277397,S0174,16,Naya Bus Park
R3283810,S0013,1,Ratna Park
R3283810,S0067,2,Shahid Gate
R3283810,S0056,3,Tripureshwor
R3283810,S0276,4,Tek (Teku)
R3283810,S0023,5,Kalimati
R3283810,S0271,6,Soalteemode West
R3283810,S0246,7,Bafal
R3283810,S0130,8,Kalanki
R3283810,S0345,9,Khasi Bazaar
R3283810,S0291,9,Naikap Bus Stop
R3283810,S0346,10,Syuchatar
R3288696,S0112,1,Lagankhel Stop
R3288696,S0175,2,Jawalakhel
R3288696,S0234,3,Pulchowk
R3288696,S0063,4,Kupondole stop
R3288696,S0185,5,Thapathali
R3288696,S0056,5,Tripureshwor
R3288696,S0067,6,Shahid Gate
R3288696,S0013,7,Ratna Park
R3296530,S0107,1,Koteshwor Stop
R3296530,S0024,2,Balkumari Stop
R3296530,S0020,3,Gwarko Chowk Stop
R3296530,S0182,4,B & B Hospital/KCM Stop
R3296530,S0011,5,Satdobato Chowk Stop
R3296530,S0352,6,Mahalaxmisthan
R3296530,S0214,7,Ekantakuna
R3296530,S0258,8,Nakkhu (bus stop)
R3296530,S0189,8,Sanepa height
R3296530,S0230,9,Balkhu
R3296530,S0130,10,Kalanki
R3297080,S0194,1,Batuk Bhairav
R3297080,S0112,2,Lagankhel Stop
R3297080,S0175,3,Jawalakhel
R3297080,S0214,4,Ekantakuna
R3297080,S0258,5,Nakkhu (bus stop)
R3297080,S0189,5,Sanepa height
R3297080,S0230,6,Balkhu
R3297196,S0174,1,Naya Bus Park
R3297196,S0349,2,Macchapokhari
R3297196,S0113,3,Balaju
R3297196,S0079,4,Sorhakhutte
R3297196,S0087,5,Lainchaur stop
R3297196,S0166,6,Kantipath
R3297196,S0152,7,Jamal
R3297196,S0013,8,Ratna Park
R3319772,S0079,1,Sorhakhutte
R3319772,S0356,2,Naya Bazar (Thamel)
R3319772,S0357,3,Chhetrapati
R3319772,S0342,3,Thamel
R3319772,S0087,4,Lainchaur stop
R3319772,S0152,5,Jamal
R3319772,S0341,6,Durbar Marg
R3319772,S0013,6,Ratna Park
R3342445,S0337,1,Maharajgunj Chowk
R3342445,S0068,2,Baluwatar
R3342445,S0051,3,Tangal
R3342445,S0123,4,Naxal Bhagwati
R3342445,S0083,5,Gyaneshwor Chowk
R3342445,S0340,6,Dillibazar
R3342445,S0005,7,Putalisadak Stop
R3342445,S0013,8,Ratna Park
R3351750,S0344,1,Narayantar
R3351750,S0135,2,Jorpati
R3351750,S0026,3,Boudha
R3351750,S0195,4,Chabahil चाबाहील
R3351750,S0083,5,Gyaneshwor Chowk
R3351750,S0338,6,Kamalpokhari
R3351750,S0339,7,Hattisar
R3351750,S0031,8,Bagbazar Stop
R3351750,S0013,8,Ratna Park
R3351751,S_418,1,balkhu stop east
R3351751,S_414,2,saanepa height east
R3351751,S_410,3,ekantakuna east
R3351751,S0011,4,Satdobato Chowk Stop
R3351751,S_421,5,gwarko ring road
R3351751,S_404,6,koteshwor west stop
R3351751,S0017,7,Tinkune Stop
R3351751,S0053,8,Gairigaun Stop
R3351751,S0139,9,Sinamangal/Ring Road Stop सिनामंगल
R3351751,S0070,10,Airport Bus Station
R3351751,S0347,11,Tilganga
R3351751,S0204,12,Gaushala Chowk Stop
R3351751,S0350,13,Jayabageshwori
R3351751,S0195,14,Chabahil चाबाहील
R3351751,S0134,15,Gopi Krishna Stop
R3351751,S0355,16,Gopikrishna
R3351751,S0217,17,Sukedhara Stop
R3351751,S0118,18,Dhumbarahi
R3351751,S0354,19,Chappal Karkhana
R3351751,S0044,20,Narayan Gopal Chowk
R3351751,S0065,21,Basundhara
R3351751,S0169,22,Gongabu Chowk
R3351751,S0187,23,Samakhusi Stop
R3351751,S0174,24,Naya Bus Park
R3351751,S0349,25,Macchapokhari
R3351751,S0177,26,Balaju Chowk Bus Stop
R3351751,S0212,27,Banasthali
R3351751,S0228,28,Dhungedhara
R3351751,S0353,29,Sano Bharyang
R3351751,S0162,30,Thulo Bharang Stop
R3351751,S0211,31,Swayambhu Parikarma
R3351751,S0090,32,Sitapaila Stop
R3351751,S0246,33,Bafal
R3351751,S_395,34,KALANKI
R3351751,S0345,35,Khasi Bazaar
R3351751,S_418,36,balkhu stop east
R3351752,S0183,1,Dhulikhel Stop
R3351752,S0001,2,KU Bus Stand (26 Kilo)
R3351752,S0136,3,Banepa
R3351752,S0121,4,Banepa Tindobato
R3351752,S0153,5,Poolbazar Bus Stop (Pulbazar)
R3351752,S0160,6,Bansdol
R3351752,S0117,7,Sanga
R3351752,S0190,8,Jagati
R3351752,S0178,9,Adarsha
R3351752,S_408,10,suryabinayak south
R3351752,S_407,11,chundevi south
R3351752,S_398,12,sallaghari
R3351752,S0098,13,Tinkune Bhaktapur
R3351752,S_409,14,srijananagar bhaktapur
R3351752,S_412,15,radhe radhe south
R3351752,S_413,16,madhyapur hospital(thimi)
R3351752,S_422,17,chardobato south
R3351752,S0325,18,Gatthaghar
R3351752,S0326,19,Kausaltar
R3351752,S0312,20,Lokanthali South
R3351752,S_403,21,jadibuti west
R3351752,S_404,22,koteshwor west stop
R3351752,S0203,23,Tinkune Subidhanagar
R3351752,S_405,24,civil hospital stop
R3351752,S0304,25,Naya Baneshwor Chowk
R3351752,S0062,26,Babarmahal Stop East
R3351752,S0034,27,Buddhanagar Stop
R3351752,S0097,28,Maitighar
R3351752,S0066,29,Bhrikuti Mandap Stop
R3351752,S0031,30,Bagbazar Stop
R3351752,S0198,31,Ratnapark(purano bus park)
R3351753,S0242,1,Bungamati
R3351753,S0179,2,Khokana
R3351753,S0247,3,Bhaisepati
R3351753,S0258,4,Nakkhu (bus stop)
R3351753,S_423,5,Ekantakuna north
R3351753,S_424,6,jawlakhel west
R3351753,S_425,7,pulchowk west
R3351753,S0237,8,Harihar Bhawan
R3351753,S_426,9,Nabil bank west stop
R3351753,S0328,10,Jwagal Chowk
R3351753,S0063,11,Kupondole stop
R3351753,S_411,12,Thapathali College
R3351753,S0097,13,Maitighar
R3351753,S0099,14,Babarmahal Stop West
R3351753,S_406,15,bizulibazar pul
R3351753,S0069,16,Naya Baneshwor Tampoo Station
R3351753,S0029,17,Minbhawan
R3351753,S0127,18,Shantinagar Stop
R3351753,S0017,19,Tinkune Stop
R3351753,S0053,20,Gairigaun Stop
R3351753,S0139,21,Sinamangal/Ring Road Stop सिनामंगल
R3351753,S0070,22,Airport Bus Station
R3351753,S0347,23,Tilganga
R3351753,S0204,24,Gaushala Chowk Stop
R3351753,S0052,25,JayaBageshwari Stop
R3351753,S0195,26,Chabahil चाबाहील
R3351753,S0172,27,Hyatt Regency
R3351753,S0026,28,Boudha
R3351753,S0135,29,Jorpati
R3351754,S0152,1,Jamal
R3351754,S0166,2,Kantipath
R3351754,S0137,3,Ghantaghar (घण्टाघर) stop
R3351754,S0198,4,Ratnapark(purano bus park)
R3351754,S0086,5,Tourism Board Stop
R3351754,S_394,6,bhadrakali
R3351754,S0036,7,Singha Durbar West Stop
R3351754,S0132,8,Maitighar Stop--South
R3351754,S0185,9,Thapathali
R3351754,S0063,10,Kupondole stop
R3351754,S0168,11,Jwagal
R3351754,S0283,12,Nabil Bank
R3351754,S0284,13,Harihar Bhawan/ Krishna galli
R3351754,S0234,14,Pulchowk
R3351754,S0116,15,Damkal
R3351754,S0103,16,Jawlakhel Stop
R3351754,S0213,17,Kumaripati
R3351754,S0155,18,Patan Hospital
R3351754,S0219,19,Lagankhel
R3351754,S0194,20,Batuk Bhairav
R3351754,S0223,21,Lalitpur Industrial Estate
R3351754,S_420,22,satdobato
R3351754,S0011,23,Satdobato Chowk Stop
R3351754,S0248,24,Chapagaun Dobato
R3351754,S0352,25,Mahalaxmisthan
R3351754,S0214,26,Ekantakuna
R3351754,S0106,27,Nakhu Stop
R3351754,S0247,28,Bhaisepati
R3351754,S0179,29,Khokana
R3351754,S0242,30,Bungamati
R3351755,S0144,1,Shivapuri Park Stop
R3351755,S0434,2,Budhanilkantha Stop - Shivapuri Park Stop Link
R3351755,S0176,3,Budhanilkantha Stop
R3351755,S0038,4,Deuba Chowk stop
R3351755,S0231,5,Golfutar stop
R3351755,S0158,6,Bansbari stop
R3351755,S0044,7,Narayan Gopal Chowk
R3351755,S0030,8,Chakrapath Stop-- South
R3351755,S0124,9,Teaching Hospital stop
R3351755,S0082,10,Panipokhari stop
R3351755,S0437,11,Lazimpat stop - Panipokhari stop Link
R3351755,S0149,12,Lazimpat stop
R3351755,S_391,13,lainchaur chowk
R3351755,S0152,14,Jamal
R3351755,S0166,15,Kantipath
R3351755,S0137,16,Ghantaghar (घण्टाघर) stop
R3351755,S0198,17,Ratnapark(purano bus park)
